Age,Gender,City,Position,Years of experience,Years of experience in Germany,Level,Main technology,Other technologies,Yearly salary,Yearly bonus + stocks,Yearly salary one year ago,Vacation days,Employment status,Сontract duration,Main language at work,Company size,Company type,Have you lost your job due to the coronavirus outbreak?
32.0,Male,Berlin,QA Engineer,10,3,Senior,JavaScript,"Java / Scala, Google Cloud, Docker",81000.0,45000,81000.0,30,Full-time employee,Unlimited contract,English,1000+,Product,No
34.0,Male,Munich,Software Engineer,12,8,Senior,Java,"Java / Scala, SQL, Go, Google Cloud, Kubernetes, Docker",74000.0,0,69000.0,30,Full-time employee,Unlimited contract,English,101-1000,Product,No
43.0,Male,Cologne,Backend Developer,10,7,Senior,PHP,PHP,57600.0,8000,57600.0,26,Full-time employee,Unlimited contract,German,101-1000,Product,No
51.0,Male,Berlin,Software Engineer,30,30,Senior,"VB, RPA, Python","Python, PHP, Javascript / Typescript, .NET, SQL, SAP / ABAP",60000.0,5000,50000.0,30,Full-time employee,Unlimited contract,German,1000+,Consulting / Agency,No
35.0,Male,Berlin,Software Engineer,8,5,Senior,Go,"Java / Scala, Go, AWS, Google Cloud, Azure, Kubernetes, Docker",90000.0,100000,85000.0,30,Full-time employee,Unlimited contract,English,1000+,Product,No
32.0,Male,Berlin,Backend Developer,10,3,Lead,Ruby,"Python, Javascript / Typescript, Ruby, SQL, AWS, Docker",80000.0,0,68500.0,28,Full-time employee,Unlimited contract,English,51-100,Product,No
32.0,Male,Berlin,Software Engineer,9,3,Lead,Embedded,"Python, C/C++, Go",73000.0,1000,65000.0,28,Full-time employee,Unlimited contract,English,101-1000,Product,No
26.0,Male,Berlin,Architect ,9,4,Head,Go,"Kotlin, Ruby, Go, Rust, AWS, Kubernetes, Docker",120000.0,50000,95000.0,24,Full-time employee,Unlimited contract,English,1000+,Product,Yes
25.0,Male,Berlin,Software Engineer,6,3,Senior,JavaScript / TypeScript,"AWS, Docker",71750.0,6000,66000.0,30,Full-time employee,Unlimited contract,English,1000+,Product,No
28.0,Male,Frankfurt,Frontend Developer,7,5,Senior,JavaScript,"Javascript / Typescript, AWS, Azure, Docker",80000.0,0,76000.0,29,Full-time employee,Unlimited contract,English,11-50,Startup,No
28.0,Male,Karlsruhe,Backend Developer,7,3,Senior,Java,"Kotlin, Javascript / Typescript, AWS, Kubernetes, Docker",66000.0,3000,66000.0,28,Full-time employee,Unlimited contract,English,1000+,Product,No
35.0,Male,Konstanz,Data Scientist,10,10,Middle,Python,"Python, Azure, Kubernetes",65000.0,0,65000.0,25,Full-time employee,Unlimited contract,English,51-100,Product,No
38.0,Male,Berlin,Head of Engineering,20,9,Head,Java,"Python, Kotlin, Java / Scala, SQL, AWS, Kubernetes, Docker",130000.0,20000,130000.0,30,Full-time employee,Unlimited contract,English,1000+,Corporation,Yes
43.0,Male,Stuttgart,SAP Consultant,20,15,Senior,SAP / ABAP,"SQL, SAP / ABAP",82000.0,12000,82000.0,32,Full-time employee,Unlimited contract,German,1000+,Product,No
38.0,Male,Berlin,Data Scientist,15,2,Head,Python,"Python, SQL, SAP / ABAP, AWS",100000.0,120000,80000.0,27,Full-time employee,Unlimited contract,English,101-1000,Startup,No
35.0,Male,Munich,DevOps,17,5,Lead,Kubrrnetes,"R, AWS, Google Cloud, Kubernetes, Docker",72000.0,8000,72500.0,30,Full-time employee,Unlimited contract,English,1000+,Consulting / Agency,No
37.0,Male,Berlin,Mobile Developer,17,1,Senior,Swift,Javascript / Typescript,77000.0,500,71000.0,28,Full-time employee,Unlimited contract,English,1000+,Product,No
38.0,Male,Stuttgart ,Backend Developer,4,2,Middle,PHP,"Javascript / Typescript, SQL, Docker",43000.0,0,43000.0,30,Full-time employee,Unlimited contract,English,up to 10,Consulting / Agency,No
41.0,Male,Munich,Software Engineer,19,5,Senior,Java,"PHP, Java / Scala, SQL, AWS, Docker",75000.0,0,73000.0,27,Full-time employee,Unlimited contract,English,101-1000,Product,No
29.0,Male,Barcelona,Data Scientist,0,0,Junior,Python,"R, SQL",22000.0,2000,11000.0,22,Full-time employee,Unlimited contract,English,51-100,Product,No
32.0,Male,Berlin,Frontend Developer,13,2,Senior,JavaScript,"PHP, Javascript / Typescript",70000.0,1000,65000.0,25,Full-time employee,Unlimited contract,English,11-50,Product,No
33.0,Male,Dusseldorf,Data Scientist,2,2,Lead,Spark,"Python, Docker",70000.0,6000,60000.0,25,Full-time employee,Unlimited contract,English,1000+,Product,No
43.0,Male,Berlin,Engineering Manager,20,20,Lead,Java,"C/C++, .NET, Java / Scala, AWS, Kubernetes, Docker",105000.0,0,105000.0,30,Full-time employee,Unlimited contract,English,1000+,Product,No
36.0,Male,Berlin,Backend Developer,4,1,Middle,Java,"Python, SQL, Kubernetes, Docker",55000.0,0,55000.0,28,Full-time employee,Unlimited contract,English,101-1000,Product,No
38.0,Male,Berlin,Backend Developer,5,1,Middle,Java,"Kotlin, Java / Scala, Google Cloud, Kubernetes, Docker",66000.0,0,60000.0,28,Full-time employee,Unlimited contract,English,101-1000,Product,No
30.0,Male,Berlin,Frontend Developer,6,1,Senior,JavaScript,"Python, Javascript / Typescript, SQL, SAP / ABAP",79000.0,10000,77000.0,27,Full-time employee,Unlimited contract,English,1000+,Product,No
30.0,Male,Berlin,Backend Developer,8,2,Middle,Python,"SQL, AWS, Kubernetes, Docker",74000.0,11000,72000.0,27,Full-time employee,Unlimited contract,English,1000+,Product,No
35.0,Male,Berlin,Software Engineer,13,5,Lead,TypeScript,"Python, Javascript / Typescript, SQL, AWS, Google Cloud, Kubernetes, Docker, Elixir",103000.0,200000,92000.0,29,Full-time employee,Unlimited contract,English,101-1000,Startup,No
40.0,Male,Berlin,Backend Developer,14,8,Lead,Spring,"Java / Scala, AWS, Azure, Kubernetes, Docker",135000.0,0,65000.0,30,Self-employed (freelancer),Temporary contract,English,101-1000,Product,No
39.0,Male,Cologne,Teamlead,12,12,Head,PHP ,"AWS, Docker",75000.0,75000,75000.0,30,Full-time employee,Unlimited contract,German,up to 10,Startup,No
24.0,Male,Berlin,Software Engineer,2,2,Junior,JavaScript,"Javascript / Typescript, Java / Scala, SQL, AWS, Docker",50000.0,0,35000.0,30,Full-time employee,Unlimited contract,German,1000+,Product,No
39.0,Male,Berlin,Engineering Manager,15,10,Lead,Java,"Python, Kotlin, Javascript / Typescript, SQL, Docker",78000.0,12000,78000.0,30,Full-time employee,Unlimited contract,German,101-1000,Product,No
31.0,Male,Berlin,ML Engineer,7,2,Middle,Python,"AWS, Kubernetes, Docker",80000.0,12000,65000.0,28,Full-time employee,Unlimited contract,English,1000+,Product,No
33.0,Male,Berlin,Mobile Developer,8,2,Senior,swift,SQL,75000.0,1000,75000.0,30,Full-time employee,Unlimited contract,English,1000+,Product,No
36.0,Male,Frankfurt,Software Engineer,16,5,Middle,.NET,".NET, SQL",65000.0,0,65000.0,30,Full-time employee,Unlimited contract,German,51-100,Consulting / Agency,No
39.0,Male,Berlin,Software Engineer,19,7,Senior,Golang,"Python, Ruby, Go, AWS, Google Cloud, Kubernetes, Docker",87000.0,97000,82000.0,unlimited,Full-time employee,Unlimited contract,English,11-50,Startup,No
34.0,Male,Berlin,Data Scientist,6,4.5,Senior,Python,"Python, Javascript / Typescript, SQL, Google Cloud, Docker",80000.0,10000,76000.0,27,Full-time employee,Unlimited contract,English,1000+,Product,No
26.0,Male,Berlin,Data Scientist,4,2,Middle,Python,"Python, SQL, Google Cloud, Docker",60000.0,6000,60000.0,27,Full-time employee,Unlimited contract,English,1000+,E-commerce,No
42.0,Male,Berlin,Frontend Developer,18,5,Senior,React JS,Javascript / Typescript,850000.0,95000,75000.0,35,Full-time employee,Unlimited contract,English,101-1000,Product,Yes
33.0,Male,Berlin,Software Engineer,10,5,Senior,Python,"PHP, Javascript / Typescript, SQL, Go, Google Cloud, Kubernetes, Docker",80000.0,10000,70000.0,28,Full-time employee,Unlimited contract,English,1000+,Product,No
28.0,Male,Berlin,Data Engineer,6,1.5,Middle,Python,"Java / Scala, SQL, Kubernetes, Docker",83000.0,0,75000.0,30,Full-time employee,Unlimited contract,English,1000+,Product,No
35.0,Male,Düsseldorf,Data Scientist,3,3,Middle,Python,"SQL, AWS",68000.0,8000,60000.0,26,Full-time employee,Unlimited contract,English,51-100,E-commerce,No
35.0,Male,Berlin,Consultant,16,6,Senior,Python,"Python, Java / Scala, SQL, Google Cloud",100000.0,30000,100000.0,30,Full-time employee,Unlimited contract,English,1000+,Product,No
38.0,Male,Berlin,Software Engineer,15,3,Senior,Go,"Google Cloud, Docker",75000.0,0,73000.0,28,Full-time employee,Unlimited contract,English,101-1000,Product,No
33.0,Male,Berlin,Software Engineer,10,5,Senior,golang,"Go, Google Cloud, Kubernetes, Docker",110000.0,7000,110000.0,30,Full-time employee,Unlimited contract,English,101-1000,Product,No
42.0,Male,Berlin,Software Engineer,20,2,Senior,PHP,"PHP, Javascript / Typescript, AWS, Docker",65000.0,5000,63000.0,27,Full-time employee,Unlimited contract,English,101-1000,Startup,No
31.0,Male,Nuremberg,QA Engineer,9,5,Middle,Java,"Javascript / Typescript, Java / Scala",60000.0,65000,57000.0,30,Full-time employee,Unlimited contract,English,1000+,Product,No
35.0,Male,Berlin,Engineering Manager,20,6,Lead,Go,"PHP, Java / Scala, Go, AWS, Docker",85000.0,0,75000.0,26,Full-time employee,Unlimited contract,English,11-50,Product,No
37.0,Male,Berlin,Software Engineer,11,5,Senior,Python,"C/C++, SQL, Docker",73000.0,30000,67000.0,28,Full-time employee,Unlimited contract,English,101-1000,Product,No
34.0,Male,Berlin,Mobile Developer,9,2,Senior,iOS,Swift,80000.0,10000,67000.0,27,Full-time employee,Unlimited contract,English,1000+,Product,No
46.0,Male,Stuttgart,Software Engineer,13,6,Middle,C++,Python,70000.0,3000,68000.0,30,Full-time employee,Unlimited contract,English,1000+,Product,No
34.0,Male,Berlin,Lead Software Developer,13,2,Lead,C#,".NET, Kubernetes, Docker",65000.0,0,65000.0,30,Full-time employee,Unlimited contract,English,51-100,Product,No
35.0,Male,Berlin,Software Engineer,15,4,Senior,Java,"Python, SQL, AWS, Docker",85000.0,0,85000.0,25,Full-time employee,Unlimited contract,English,11-50,Product,No
31.0,Male,Berlin,Software Engineer,7,5,Lead,Python,"Python, Javascript / Typescript, SQL, Go, AWS, Google Cloud, Kubernetes, Docker",80000.0,10000,85000.0,28,Full-time employee,Unlimited contract,English,1000+,Product,Yes
24.0,Male,Berlin,Software Engineer,2,2,Junior,Java,"Python, Java / Scala, SQL, AWS, Google Cloud, Kubernetes, Docker",60000.0,0,60000.0,28,Full-time employee,Unlimited contract,German,up to 10,Consulting / Agency,No
30.0,Male,Hannover,Software Engineer,5,3,Middle,Python,"Javascript / Typescript, Java / Scala, SQL",45000.0,0,45000.0,30,Full-time employee,Unlimited contract,English,up to 10,Startup,No
37.0,Male,Walldorf,ML Engineer,15,15,Lead,Python,"AWS, Google Cloud, Kubernetes, Docker",80000.0,15000,75000.0,30,Full-time employee,Unlimited contract,English,1000+,Product,No
39.0,Male,Munich,Software Engineer,8,7,Senior,Python,C/C++,130000.0,50000,125000.0,30,Full-time employee,Unlimited contract,English,1000+,Product,No
30.0,Male,Hamburg,Data Scientist,5,4,Head,Python,"R, SQL, AWS",80000.0,90000,70000.0,25,Full-time employee,Unlimited contract,English,11-50,Startup,No
44.0,Male,Frankfurt,Software Engineer,10,10,Senior,SAP ABAP,SAP / ABAP,75000.0,80000,73000.0,30,Full-time employee,Unlimited contract,Russian,101-1000,Product,No
26.0,Male,Munich,ML Engineer,5,4,Senior,Spark,"Python, Java / Scala, R, SQL",180000.0,0,190000.0,40,Self-employed (freelancer),Temporary contract,German,up to 10,Consulting / Agency,No
28.0,Male,Frankfurt,Mobile Developer,5,1,Senior,Swift,Swift,50000.0,0,50000.0,24,Full-time employee,Unlimited contract,English,11-50,Consulting / Agency,No
28.0,Male,"Warsaw, Poland",Software Engineer,6,3 (in Poland),Middle,C#,"Javascript / Typescript, .NET, SQL",52800.0,4400,47500.0,26,Full-time employee,Unlimited contract,English,51-100,Consulting / Agency,No
29.0,Male,Munich,Data Scientist,4,4,Middle,Python,"Java / Scala, SQL, AWS, Azure",61500.0,66500,53000.0,30,Full-time employee,Unlimited contract,English,11-50,Consulting / Agency,No
29.0,Male,Munich,Software Engineer,4,4,Middle,R,"Python, SQL",78000.0,4000,78000.0,30,Full-time employee,Unlimited contract,English,1000+,Semiconductor,No
36.0,Male,Berlin,CTO,"15, thereof 8 as CTO",13,C-Level,Java & PHP,"Python, PHP, Javascript / Typescript, Java / Scala, SQL, AWS, Google Cloud, Kubernetes, Docker",150000.0,50000,120000.0,30,Full-time employee,Unlimited contract,German,101-1000,Media,No
37.0,Male,Munich,Software Engineer,14,6,Head,TypeScript,"Python, Javascript / Typescript, Java / Scala, SQL, AWS, Google Cloud, Docker",84000.0,84000,84000.0,30,Full-time employee,Unlimited contract,English,up to 10,Product,No
35.0,Male,Berlin,Data Analyst,5,5,Middle,R,"R, SQL, Google Cloud",49000.0,0,48000.0,26,Full-time employee,Unlimited contract,English,101-1000,Product,No
36.0,Male,Berlin,Backend Developer,5,2,Senior,Java,"Java / Scala, Kubernetes, Docker",70000.0,0,60000.0,28,Full-time employee,Unlimited contract,English,101-1000,Startup,No
33.0,Male,Munich,Backend Developer,10,10,Senior,Java,"Python, Kotlin, Go, Kubernetes",70000.0,0,70000.0,30,Full-time employee,Unlimited contract,English,11-50,Consulting / Agency,No
30.0,Male,Berlin,Software Engineer,10,7,Lead,Frontend,"C/C++, Javascript / Typescript, Go, AWS, Docker",115000.0,17000,100000.0,28,Full-time employee,Unlimited contract,English,1000+,Consulting / Agency,No
34.0,Male,Berlin,BI Developer / Data Engineer,10,5,Senior,SQL,Python,75000.0,7500,65000.0,30,Full-time employee,Unlimited contract,English,101-1000,Product,No
34.0,Male,Berlin,DevOps,12,2,Lead,Kubernetes,"Python, Go, AWS, Kubernetes, Docker",94000.0,0,92000.0,28,Full-time employee,Unlimited contract,English,1000+,Product,No
31.0,Male,Munich,ML Engineer,4,4,Senior,Python,Python,100000.0,100000,86000.0,20,Full-time employee,Unlimited contract,English,1000+,Product,No
33.0,Male,Frankfurt,Software Engineer,8,5,Senior,C#,"Javascript / Typescript, .NET, SQL",67000.0,6000,63500.0,28,Full-time employee,Unlimited contract,English,11-50,Product,No
33.0,Male,Heilbronn,Senior Scrum Master (RTE),7,7,Lead,C++,C/C++,90000.0,0,104000.0,30,Full-time employee,Unlimited contract,German,1000+,Product,No
31.0,Male,Berlin,Backend Developer,9,9,Senior,"Grails, Groovy","Java / Scala, SQL, AWS",67473.0,0,63000.0,28,Full-time employee,Unlimited contract,English,101-1000,Product,No
35.0,Male,Berlin,Data Scientist,15,10,Middle,C++,Python,60000.0,0,60000.0,30,Full-time employee,Temporary contract,English,101-1000,Product,No
33.0,Male,Munich,SRE,10,4,Senior,PHP,"Python, Javascript / Typescript, Ruby, Java / Scala, AWS, Kubernetes, Docker",79000.0,0,75000.0,30,Full-time employee,Unlimited contract,English,1000+,Product,No
39.0,Male,Düsseldorf ,Technical project manager,12,4,Senior,PHP,SQL,65000.0,6000,58000.0,30,Full-time employee,Unlimited contract,German,1000+,Consulting / Agency,No
38.0,Male,Berlin,Backend Developer,8,8,Senior,Perl,"SQL, Go, AWS, Docker",64000.0,73000,64000.0,30,Full-time employee,Unlimited contract,German,1000+,Product,No
34.0,Male,Munich,Backend Developer,13,2,Lead,Java,"Kotlin, Javascript / Typescript, Java / Scala, AWS, Azure, Kubernetes, Docker",105000.0,15000,70000.0,30,Full-time employee,Unlimited contract,English,11-50,Startup,No
27.0,Male,Berlin,Data Engineer,6,3,Middle,Python,"Python, AWS",74000.0,21000,70000.0,25,Full-time employee,Unlimited contract,English,1000+,Product,No
38.0,Male,Berlin,Software Engineer,12,6,Senior,Java,Kotlin,92000.0,40000,85000.0,Unlimited,Full-time employee,Unlimited contract,English,1000+,Product,No
34.0,Male,City in Russia,Software Architect,14,0,Lead,Haskell,"Python, C/C++, .NET, SQL",100000.0,0,80000.0,30,Full-time employee,Temporary contract,English,51-100,Product,No
29.0,Male,Berlin,Frontend Developer,8,7,Senior,JavScript,"Javascript / Typescript, AWS, Docker",77250.0,87250,65000.0,27,Full-time employee,Unlimited contract,English,101-1000,Product,No
36.0,Male,Berlin,Software Engineer,5,1,Middle,JavaScript,Javascript / Typescript,60000.0,0,60000.0,26,Full-time employee,Unlimited contract,English,101-1000,Startup,No
43.0,Male,Berlin,Software Engineer,20,3,Middle,Ruby,"Kotlin, PHP, Ruby, Java / Scala, SQL, AWS, Kubernetes, Docker",70000.0,20000,70000.0,25,Full-time employee,Unlimited contract,English,1000+,Product,No
36.0,Male,Nuremberg,Software Engineer,20,20,Lead,Java,"Java / Scala, SQL, Kubernetes, Docker",74000.0,6000,74000.0,28,Full-time employee,Unlimited contract,German,1000+,Finance,No
26.0,Male,Berlin,Backend Developer,2,2,Junior,PHP,"PHP, Javascript / Typescript, SQL, Docker",25000.0,1000,25000.0,24,Full-time employee,Unlimited contract,German,11-50,Product,No
34.0,Male,Stuttgart ,Software Engineer,6,6,Head,C++,"Python, Javascript / Typescript, Java / Scala, R, SQL, AWS, Google Cloud, Azure, Kubernetes, Docker",90000.0,1000,70000.0,30,Full-time employee,Unlimited contract,German,1000+,Product,No
30.0,Male,Frankfurt,Big Data Engineer,3,3,Middle,Python,"SQL, Docker, Apache Spark, Apache Hadoop, Oracle, PostgreSQL, Bash, Apache Impala, Apache Hive",65000.0,3000,47000.0,30,Full-time employee,Unlimited contract,English,101-1000,Consulting and Product,No
26.0,Male,Berlin,Software Engineer,5,1,Middle,Python (Django),"Python, Javascript / Typescript, SQL, Google Cloud, Kubernetes, Docker",69000.0,2000,60000.0,27,Full-time employee,Unlimited contract,English,101-1000,Product,No
26.0,Male,Berlin,Backend Developer,6,3,Senior,Go,"PHP, Go",70000.0,71000,64000.0,27,Full-time employee,Unlimited contract,English,1000+,Product,No
23.0,Male,Dublin,Data Analyst,3,0,Senior,Python,"Python, R, SQL",49200.0,2000,44500.0,21,Full-time employee,Unlimited contract,English,1000+,Product,No
28.0,Male,Berlin,ML Engineer,1,1,Junior,Python,"C/C++, AWS, Google Cloud, Docker",43000.0,43000,42000.0,14,Full-time employee,Unlimited contract,English,up to 10,Startup,Yes
35.0,Male,Berlin,Data Scientist,12,3.5,Senior,Python,"R, SQL, AWS, Docker",77000.0,12000,65000.0,27,Full-time employee,Unlimited contract,English,1000+,Startup,Yes
26.0,Male,Lisbon,Software Engineer,4,0,Middle,JavaScript,"Javascript / Typescript, Ruby, SQL",21000.0,0,19000.0,22,Full-time employee,Unlimited contract,English,51-100,Product,No
30.0,Male,Barcelona,Data Scientist,5,0,Senior,R,"Python, SQL",40000.0,0,40000.0,25,Full-time employee,Unlimited contract,Spanish,1000+,Consulting / Agency,No
24.0,Male,Sofia,ML Engineer,5,0,Senior,Python,"Python, C/C++, SQL, Google Cloud, Kubernetes, Docker",64000.0,0,40000.0,20,Full-time employee,Unlimited contract,English,11-50,Startup,No
35.0,Male,Frankfurt,Manager ,6,5,Head,C,"Python, C/C++, Docker",90000.0,7500,88000.0,30,Full-time employee,Unlimited contract,English,1000+,Product,No
27.0,Male,Rome,Data Scientist,2,0,Junior,SQL,"Python, SQL, Google Cloud",25300.0,3000,25300.0,24,Full-time employee,Temporary contract,Italian,1000+,Consulting / Agency,No
29.0,Male,Bonn,Data Scientist,2,2,Middle,Python,SQL,55200.0,0,50000.0,30,Full-time employee,Temporary contract,English,1000+,Product,No
29.0,Male,Berlin,AI Management,6,6,Head,Python,"Python, Azure, Docker",92000.0,14000,75000.0,30,Full-time employee,Unlimited contract,German,1000+,Product,No
34.0,Male,Berlin,Backend Developer,14,6,Lead,Kotlin,"Python, Kotlin, Java / Scala, SQL, AWS, Kubernetes, Docker",96000.0,100000,85000.0,29,Full-time employee,Unlimited contract,English,1000+,Startup,No
35.0,Male,Luttich,Data Scientist,12,0,Lead,Python,"Python, R, Spark",85000.0,95000,80000.0,37.5,Full-time employee,Unlimited contract,English,1000+,Product,No
54.0,Male,Milano,Sales ,31,6,Head,Network Automation,Python,110000.0,100000,110000.0,29,Full-time employee,Unlimited contract,English,11-50,Consulting / Agency,No
31.0,Male,Berlin,Software Engineer,6,4,Senior,Kotlin,"Kotlin, PHP, Java / Scala, SQL, Go, AWS, Kubernetes",90000.0,99000,80000.0,28,Full-time employee,Unlimited contract,English,1000+,Product,No
36.0,Male,Zurich,Backend Developer,15,2,Senior,C++,"C/C++, Java / Scala",172000.0,100000,169000.0,25,Full-time employee,Unlimited contract,English,1000+,Product,No
28.0,Male,Frankfurt,XR Developer,8,1,Lead,C#,"Python, Javascript / Typescript",25000.0,2000,25000.0,1,Full-time employee,Temporary contract,English,11-50,Startup,No
36.0,Male,Munich,DevOps,14,6,Middle,PowerShell,SQL,65000.0,5000,58040.0,30,Full-time employee,Unlimited contract,German,101-1000,Consulting / Agency,No
33.0,Male,Berlin,Backend Developer,13,1.5,Senior,Python,"Python, Go, Docker",83000.0,0,73000.0,30,Full-time employee,Unlimited contract,English,51-100,Startup,No
35.0,Male,Berlin,Data Engineer,6,6,Senior,Java,"Python, Java / Scala, SQL, Go, AWS, Kubernetes, Docker",200000.0,200000,200000.0,14,Self-employed (freelancer),Temporary contract,English,11-50,Startup,No
35.0,Male,Berlin,Software Engineer,2,2,Middle,"python, scala","Python, Java / Scala, SQL, AWS, Docker",50000.0,500,42000.0,45,Full-time employee,Unlimited contract,English,1000+,Product,No
29.0,Male,Berlin,DevOps,11,7,Lead,TypeScript,"Python, Javascript / Typescript, SQL, Google Cloud, Kubernetes, Docker",140000.0,0,140000.0,5,Self-employed (freelancer),Unlimited contract,English,up to 10,Startup,No
32.0,Male,Hamburg,Backend Developer,14,6,Lead,Java,"Javascript / Typescript, .NET, SQL",80000.0,5000,70000.0,28,Full-time employee,Unlimited contract,English,101-1000,Startup,No
30.0,Male,Munich,Data Scientist,2,2,Middle,Python,"Python, C/C++, Java / Scala, AWS, Azure, spark",50000.0,5000,45000.0,30,Full-time employee,Unlimited contract,English,11-50,Startup,No
30.0,Male,Berlin,ML Engineer,6,2,Middle,Python,"SQL, AWS, Docker",59000.0,0,54000.0,28,Full-time employee,Unlimited contract,English,51-100,Startup,No
30.0,Male,Frankfurt,Data Scientist,5,4,Middle,Python,"Javascript / Typescript, Java / Scala, R, Google Cloud, Azure, Kubernetes, Docker",52500.0,0,52500.0,30,Full-time employee,Unlimited contract,English,11-50,Startup,No
31.0,Male,Berlin,Data Analyst,7,6,Senior,SQL,"Python, R, SQL",83000.0,20000,75000.0,26,Full-time employee,Unlimited contract,English,101-1000,Startup,No
28.0,Male,warsaw,Data Scientist,3,0,Middle,Python,"Java / Scala, SQL, AWS, Google Cloud",50000.0,10000,30000.0,21,Self-employed (freelancer),Unlimited contract,English,101-1000,Product,No
29.0,Male,Berlin,Data Scientist,5,2,Senior,Python,"Python, R, SQL, Google Cloud",75000.0,0,75000.0,24,Full-time employee,Unlimited contract,English,11-50,Startup,Yes
40.0,Male,Mannheim,Software Engineer,9,9,Middle,C,"Python, C/C++, Javascript / Typescript, Java / Scala, Perl, MATLAB",88000.0,5000,87000.0,30,Full-time employee,Unlimited contract,English,1000+,Product,No
38.0,Male,Munich,Product Manager,12,12,Senior,Node,"Python, PHP, SQL",74000.0,14000,71000.0,30,Full-time employee,Unlimited contract,English,1000+,Product,No
32.0,Male,Berlin,Data Engineer,7,5,Senior,Python/SQL,"AWS, Kubernetes, Docker",82000.0,82000,75000.0,30,Full-time employee,Unlimited contract,English,101-1000,Product,No
37.0,Male,Berlin,Data Scientist,10,10,Senior,Python,"Python, SQL, AWS, Azure, Kubernetes, Docker",82000.0,0,79000.0,30,Full-time employee,Unlimited contract,English,101-1000,Product,No
29.0,Male,Karlsruhe,DevOps,6,5,Senior,"php, js, python, docker","SQL, AWS, Azure",64800.0,9450,58800.0,30,Full-time employee,Unlimited contract,English,11-50,Startup,No
39.0,Male,Berlin,Software Engineer,12,6,Lead,JavaScript,"Python, Javascript / Typescript, SQL, AWS, Docker",82000.0,2000,80000.0,30,Full-time employee,Unlimited contract,English,1000+,Product,No
32.0,Male,Vienna,DataOps Team Lead,10,10,Lead,Java,"Javascript / Typescript, SQL, Go, Google Cloud, Kubernetes, Docker",80000.0,40000,80000.0,25,Full-time employee,Unlimited contract,German,1000+,Transport & Logistics,No
30.0,Male,Berlin,Software Engineer,9,1,Middle,"TypeScript, Kotlin","Kotlin, Javascript / Typescript, Rust",77000.0,0,74000.0,26,Full-time employee,Unlimited contract,English,1000+,Product,No
25.0,Male,Hamburg,Backend Developer,5,1,Middle,Java,"Kotlin, SQL",53500.0,53500,50000.0,29,Full-time employee,Unlimited contract,English,1000+,Product,No
39.0,Male,Siegen,Software Engineer,16,6,Senior,Embedded,C/C++,62400.0,5000,60000.0,30,Full-time employee,Unlimited contract,Russian,1000+,Product,No
32.0,Male,Innsbruck,Data Scientist,3,0,Senior,Python,"R, SQL, AWS, Google Cloud",62000.0,3000,62000.0,25,Full-time employee,Unlimited contract,English,1000+,Product,No
34.0,Male,Berlin,Backend Developer,10,4,Middle,Java,Docker,65600.0,800,67000.0,30,Full-time employee,Unlimited contract,English,101-1000,Product,No
28.0,Male,Berlin,Data Scientist,6,6,Lead,"Python, SQL","Python, Javascript / Typescript, SQL, AWS, Google Cloud",78000.0,0,78000.0,26,Full-time employee,Unlimited contract,English,51-100,Consulting / Agency,No
35.0,Male,Berlin,Software Engineer,20,5,Senior,JavaScript,"Javascript / Typescript, AWS, Kubernetes, Docker",100000.0,0,90000.0,32,Full-time employee,Unlimited contract,English,1000+,Product,No
28.0,Male,Munich,Software Engineer,3,3,Junior,.NET,"Python, C/C++, .NET",65000.0,13000,65000.0,30,Full-time employee,Unlimited contract,English,1000+,Finance,No
36.0,Male,Berlin,Software Engineer,10,10,Principal,Java & Distributed Systems Stuff,"Python, Javascript / Typescript, Java / Scala, SQL, Google Cloud, Kubernetes, Docker",100000.0,35000,85000.0,28,Full-time employee,Unlimited contract,English,1000+,Product,No
30.0,Male,Heidelberg,Software Engineer,9,4,Senior,.NET,"Javascript / Typescript, .NET, Docker",60000.0,2000,55000.0,30,Full-time employee,Temporary contract,English,1000+,Research,No
30.0,Male,Heidelberg,Software Engineer,9,4,Senior,.NET,"Javascript / Typescript, .NET, Docker",60000.0,2000,55000.0,30,Full-time employee,Temporary contract,English,1000+,Research,No
28.0,Male,Zurich,Software Engineer,6,0,Middle,C++,"Python, C/C++, Java / Scala",100000.0,18000,140000.0,25,Full-time employee,Unlimited contract,German,11-50,Product,No
26.0,Male,Berlin,Product Analyst,4,3,Middle,Python,"Python, Javascript / Typescript, SQL, Google Cloud",55000.0,0,45000.0,26,Full-time employee,Unlimited contract,English,1000+,Product,No
31.0,Male,Munich,Software Engineer,5,2,Middle,Java,"Javascript / Typescript, Java / Scala, SQL, Docker",74000.0,3000,68000.0,27,Full-time employee,Unlimited contract,English,1000+,Product,No
36.0,Male,Munich,Software Engineer,13,5,Head,Java,"Javascript / Typescript, Java / Scala, AWS, Azure, Kubernetes, Docker",90000.0,5000,80000.0,30,Full-time employee,Unlimited contract,English,101-1000,Product,No
31.0,Male,Berlin,Software Engineer,7,2,Senior,Java,"SQL, AWS, Kubernetes, Docker",75000.0,12500,75000.0,30,Full-time employee,Unlimited contract,English,101-1000,Product,No
36.0,Male,Berlin,Backend Developer,16,8,Lead,Scala,"Python, Kotlin, Java / Scala, SQL, AWS, Kubernetes, Docker",120000.0,120000,120000.0,30,Full-time employee,Unlimited contract,English,101-1000,Startup,No
